,id,hip,hd,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,con,comp,comp_primary,lum
31460,31460,31540.0,47186.0,6.602441000000001,-27.622296999999996,39.5883,21.75,-262.86,0.0,7.63,4.6419999999999995,G5V,0.7140000000000001,-5.509258999999999,34.640794,-18.354754,-4.5e-07,-2.375e-05,-4.47e-05,1.7285149166610358,-0.48210002283584996,1.0544697552083333e-07,-1.27438124e-06,CMa,1,31460,1.2111557629827323
31489,31489,31569.0,47699.0,6.6075550000000005,-57.539235,86.9565,46.66,62.4,0.0,7.16,2.463,F2V,0.41700000000000004,-7.392264,46.082315,-73.37034399999999,-2.294e-05,1.88e-05,1.412e-05,1.7298538353730544,-1.0042490919173102,2.2621406334722213e-07,3.0252373600000004e-07,Car,1,31489,9.011560443397043
31515,31515,31595.0,46866.0,6.611764999999999,23.098046,413.2231,-0.14,-1.97,-14.0,7.01,-1.071,A0,-0.114,-60.616277000000004,375.23236,162.109746,2.13e-06,-1.143e-05,-9.25e-06,1.7309560130610324,0.4031369494302463,-6.787391527777777e-10,-9.550828999999999e-09,Gem,1,31515,233.56082466252187
31545,31545,31625.0,47658.0,6.618086,-50.482657,507.6142,-6.94,-2.09,0.0,8.11,-0.418,M2III,1.535,-52.038412,318.781392,-391.589842,1.749e-05,-1.16e-06,-3.27e-06,1.7326109195968926,-0.8810885736602938,-3.364606943055555e-08,-1.0132604999999999e-08,Pup,1,31545,127.99706167051805
31574,31574,31654.0,47424.0,6.62513,-25.154754999999998,358.4229,-2.51,-3.23,0.0,8.46,0.688,A0V,0.098,-52.859294999999996,320.096023,-152.3529,4.69e-06,-1.64e-06,-5.08e-06,1.7344550995227954,-0.4390332950204587,-1.2168823381944443e-08,-1.5659481000000003e-08,CMa,1,31574,46.216813609224474
31598,31598,31677.0,47241.0,6.628294,2.100807,327.8689,6.15,-11.26,0.0,8.0,0.42100000000000004,A0,0.086,-53.651210999999996,323.22609500000004,12.018946000000001,-9.75e-06,-9.5e-07,-1.788e-05,1.7352832788903618,0.036665992337324996,2.981604135416667e-08,-5.459002e-08,Mon,1,31598,59.101703661024374
31627,31627,31707.0,47296.0,6.632325,-0.682081,444.4444,-2.7,1.37,0.0,8.23,-0.009000000000000001,B8,-0.105,-73.23360100000001,438.337395,-5.290788,5.73e-06,9.9e-07,2.95e-06,1.736338680462768,-0.011904556882963751,-1.3089969375e-08,6.641946999999999e-09,Mon,1,31627,87.82132798980062
31657,31657,31737.0,47152.0,6.639725,28.984353999999996,106.2699,-18.7,-15.52,18.0,5.76,0.628,B9npe...,-0.001,-15.496194000000001,91.659267,51.495364,6.17e-06,2.13e-05,1.93e-06,1.7382758147236153,0.5058724006230237,-9.066015826388888e-08,-7.524308299999999e-08,Aur,1,31657,48.84273784229249
31684,31684,31764.0,48360.0,6.643484,-63.549834,598.8024,-2.86,8.92,0.0,9.21,0.324,B7V,-0.10400000000000001,-44.72005,262.94234,-536.121028,4.3e-06,2.425e-05,1.153e-05,1.7392600166753764,-1.109153839602925,-1.3865671263888887e-08,4.3245379999999997e-08,Pic,1,31684,64.62491724953881
31715,31715,31795.0,47397.0,6.647732,10.651099,237.5297,-5.58,-6.59,0.0,9.16,2.281,A1IV,0.095,-39.395891,230.088954,43.902116,6.1e-06,2.47e-06,-7.46e-06,1.7403722352897204,0.18589674344431625,-2.7052603375e-08,-3.1949221000000005e-08,Mon,1,31715,10.656142021585186
31741,31741,31821.0,47787.0,6.653232000000001,-26.571875,51.5198,-34.27,27.38,0.0,8.44,4.88,K1V,0.769,-7.841695,45.405801000000004,-23.045842,7.91e-06,4.47e-06,6.12e-06,1.7418120512255773,-0.4637667065076313,-1.661456483263889e-07,1.3274198499999998e-07,CMa,1,31741,0.9727472237769648
31766,31766,31847.0,47172.0,6.658474000000001,44.677991,318.4713,-6.89,-2.27,0.0,9.8,2.285,F0,0.306,-38.845095,223.09873599999997,223.924053,1.006e-05,4.25e-06,-2.49e-06,1.7431844077179524,0.7797780427038875,-3.340366259027777e-08,-1.100527e-08,Aur,1,31766,10.616955571987242
31793,31793,31876.0,47575.0,6.663255,12.982768,78.8644,-15.0,-14.14,-20.0,5.99,1.506,A2V,0.063,-13.276951,75.69266,17.717479,8.88e-06,-1.744e-05,-9.86e-06,1.7444359746820444,0.2265920511642775,-7.272205208333334e-08,-6.855265400000001e-08,Gem,1,31793,21.757049509257946
31817,31817,31900.0,47868.0,6.667831,-17.29365,404.8583,-0.47,-2.21,0.0,7.47,-0.5670000000000001,F0V,0.493,-67.240798,380.663043,-120.35184199999999,1.13e-06,-1.11e-06,-4.14e-06,1.7456340360620377,-0.3018311237508425,-2.2786242986111107e-09,-1.0714382e-08,CMa,1,31817,146.82499678319857
31842,31842,31925.0,47821.0,6.671907000000001,-6.346275,375.9398,14.11,11.24,-14.0,6.91,-0.966,M3III,1.607,-65.385992,367.870183,-41.555264,-2.322e-05,-1.628e-05,2.194e-05,1.7467012925630905,-0.11076339818575123,6.840721032638887e-08,5.4493057e-08,Mon,1,31842,212.031311673985
31867,31867,31950.0,47681.0,6.676400999999999,17.640692,71.8391,26.81,-62.17,0.0,7.73,3.448,F8...,0.529,-12.05989,67.390325,21.770608,-1.035e-05,4.81e-06,-2.063e-05,1.7478776013122928,0.3078881626741813,1.2997854775694443e-07,-3.0140866499999997e-07,Gem,1,31867,3.6374748564263233
31890,31890,31973.0,47965.0,6.682121,-4.568443,149.7006,-13.04,-12.38,0.0,8.83,2.9539999999999997,F0,0.353,-26.507034,146.851877,-11.923638,9.44e-06,9.8e-07,-8.96e-06,1.7493753148275906,-0.07973436517441375,-6.321970394444445e-08,-6.0019933e-08,Mon,1,31890,5.733238386538408
31921,31921,32006.0,47962.0,6.687261,4.1448160000000005,141.4427,-8.5,-38.6,-16.0,7.92,2.167,F5III,0.451,-25.245697,138.795314,10.223129,8.31e-06,-1.313e-05,-2.758e-05,1.7507208624198252,0.0723406775418,-4.1209162847222213e-08,-1.8713808e-07,Mon,1,31921,11.835864919618606
31947,31947,32032.0,46896.0,6.691303,68.647304,462.963,-25.25,-9.63,0.0,8.26,-0.068,K0,1.0290000000000001,-30.341412,165.815395,431.183711,5.212e-05,3e-05,-7.87e-06,1.7517790888647746,1.1981214694838762,-1.2241545434027779e-07,-4.6687557e-08,Cam,1,31947,92.7256742580594
31972,31972,32057.0,261960.0,6.698082,26.307965000000003,311.5265,-3.82,-12.24,0.0,9.53,2.063,A3,0.322,-50.753246000000004,274.609369,138.06724,4.18e-06,9.1e-06,-1.657e-05,1.7535538619510274,0.4591606077645525,-1.8519882597222217e-08,-5.9341194000000004e-08,Gem,1,31972,13.025667861366887
32001,32001,32086.0,47960.0,6.703321000000001,25.468529,297.619,-6.67,-13.91,7.1,7.35,-0.018000000000000002,M0III,1.619,-49.195807,264.154897,127.98074,6.68e-06,1.669e-05,-1.5e-05,1.7549253520506156,0.4445096839211575,-3.233707249305555e-08,-6.743758199999999e-08,Gem,1,32001,88.55233145028544
32030,32030,32115.0,48675.0,6.707892,-42.371322,344.8276,-2.89,-2.69,0.0,9.2,1.5119999999999998,M1e,1.405,-46.943028999999996,250.39376800000002,-232.39059100000003,5.31e-06,-2.09e-06,-3.32e-06,1.7561219304027404,-0.73951907711302,-1.4011115368055558e-08,-1.3041488e-08,Pup,1,32030,21.63714721779108
32059,32059,32144.0,48501.0,6.712791,-22.44859,54.3183,-54.07,100.9,44.0,6.26,2.585,F2V,0.321,-9.313924,49.331004,-20.741827999999998,4.39e-06,5.348e-05,7.37e-06,1.7574045112858756,-0.39180181170122375,-2.621387570763889e-07,4.89177003e-07,CMa,1,32059,8.053784411990664
32085,32085,32170.0,48233.0,6.717232000000001,13.381673000000001,450.4505,-4.45,-6.63,0.0,9.22,0.9520000000000001,A2,-0.11699999999999999,-81.802389,430.518053,104.250794,8.92e-06,5.11e-06,-1.408e-05,1.7585671542256731,0.2335542577474637,-2.1574208784722218e-08,-3.2143147e-08,Gem,1,32085,36.240985589974414
32110,32110,32195.0,47747.0,6.720864,54.112913,130.039,-3.07,-20.19,0.0,7.8,2.23,F2,0.466,-14.300547,74.87410200000001,105.354188,-3e-08,1.049e-05,-7.46e-06,1.759518107766925,0.9444485005160324,-1.4883779993055555e-08,-9.7883882e-08,Lyn,1,32110,11.168632477805607
32132,32132,32218.0,49054.0,6.725858000000001,-53.023947,574.7126,4.22,8.52,0.0,8.59,-0.207,M3III,1.589,-65.29448000000001,339.456141,-459.130408,-1.513e-05,1.64e-05,1.428e-05,1.7608255550174516,-0.9254424575714064,2.0459137319444446e-08,4.1306124999999996e-08,Car,1,32132,105.39014450691595
32158,32158,32243.0,48758.0,6.731536999999999,-25.534951,145.1379,-46.85,8.32,0.0,6.7,0.8909999999999999,G8III,0.9329999999999999,-24.928081,128.566811,-62.563376,3.188e-05,8.75e-06,5.28e-06,1.7623122255669184,-0.4456689700556425,-2.2713520934027782e-07,4.0336498e-08,CMa,1,32158,38.33540007590439
32182,32182,32268.0,48272.0,6.736812,36.109258000000004,281.6901,5.17,-0.09,-15.0,6.37,-0.879,A2V,0.065,-43.62695,223.35497200000003,166.007477,-4.57e-06,-1.345e-05,-9.14e-06,1.7636932333175888,0.6302254471820949,2.5064867284722218e-08,-4.3633199999999995e-10,Aur,1,32182,195.7041341480676
32211,32211,32296.0,45618.0,6.741752,82.115332,71.3776,13.37,-54.61,6.0,6.61,2.342,A5V,0.182,-1.88953,9.607503999999999,70.702865,-8.31e-06,1.83e-05,3.49e-06,1.7649865141714045,1.4331829113784371,6.481958909027778e-08,-2.6475675e-07,Cam,1,32211,10.073954848112509
32239,32239,32324.0,48566.0,6.747922999999999,19.527635999999998,492.6108,-4.73,1.98,0.0,8.12,-0.34299999999999997,F0,0.196,-90.32811,455.404267,164.660824,1.139e-05,6.5e-07,4.46e-06,1.7666020563477378,0.3408215489939625,-2.2931687090277783e-08,9.59931e-09,Gem,1,32239,119.45380829338863
32260,32260,32346.0,48662.0,6.751887,13.752979000000002,273.9726,-3.68,-8.37,0.0,8.56,1.371,A0,0.08900000000000001,-52.045895,260.978675,65.133258,4.28e-06,3.55e-06,-1.08e-05,1.7676397638899948,0.24003476693458126,-1.7841143444444448e-08,-4.0578905e-08,Gem,1,32260,24.6376907672177
32286,32286,32372.0,49072.0,6.75683,-28.43778,323.6246,10.58,3.69,0.0,9.53,1.98,K0III,1.036,-56.016674,279.006628,-154.111372,-1.682e-05,-5.6e-07,5.09e-06,1.7689338698162649,-0.4963328944657901,5.1293287402777775e-08,1.7889624e-08,CMa,1,32286,14.060475241299136
32313,32313,32399.0,48050.0,6.764142999999999,62.649581000000005,243.9024,-0.87,3.41,0.0,7.56,0.624,B8,0.111,-22.267893,109.82158100000001,216.63735099999997,1.72e-06,-3.31e-06,1.85e-06,1.7708484620935585,1.0934414556562777,-4.2178790208333325e-09,1.6532146000000002e-08,Cam,1,32313,49.023013013616826
32342,32342,32428.0,47675.0,6.76922,70.748506,229.3578,7.15,16.51,0.0,8.6,1.797,F8,0.537,-15.126339999999999,74.094512,216.532209,-4.32e-06,-1.857e-05,6.05e-06,1.772177740311559,1.2347943753739574,3.4664178159722226e-08,8.0042738e-08,Cam,1,32342,16.64178856616584
32372,32372,32458.0,55914.0,6.77425,-85.746074,275.4821,-1.45,9.7,0.0,9.91,2.71,A1IV/V,0.252,-4.113694000000001,20.016037,-274.72317599999997,-7e-07,1.304e-05,9.6e-07,1.7734945824892645,-1.4965513075143888,-7.0297983680555555e-09,4.7026927e-08,Oct,1,32372,7.177942912713615
32394,32394,32480.0,48682.0,6.778983,43.577427,16.7168,-0.28,165.49,-23.9,5.24,4.124,G0V,0.575,-2.452642,11.859259,11.523315,5.48e-06,-2.639e-05,-7.13e-06,1.7747336001220648,0.7605695802838912,-1.3574783055555553e-09,8.023181590000002e-07,Aur,1,32394,1.9516413002858264
32418,32418,32504.0,49333.0,6.783745,-21.015401999999998,241.5459,-15.17,6.24,15.0,6.07,-0.845,B7II/III,-0.159,-45.940822999999995,220.749606,-86.62297099999999,1.394e-05,2.02e-05,1.32e-06,1.7759804114704407,-0.3667879522917363,-7.354623534027777e-08,3.0252373e-08,CMa,1,32418,189.67059212111462
32440,32440,32526.0,263895.0,6.787469000000001,8.518802,288.1844,8.47,-19.32,0.0,8.32,1.022,K0,1.198,-58.340988,278.969802,42.689895,-1.24e-05,1.49e-06,-2.669e-05,1.7769552293075392,0.14868114542247374,4.1063718743055556e-08,-9.366600300000002e-08,Mon,1,32440,33.97817118270832
32466,32466,32552.0,49463.0,6.792152000000001,-25.68479,534.7594,-2.54,-0.82,0.0,7.95,-0.691,A1/A2IV,0.061,-99.228307,471.594686,-231.775347,6.63e-06,4.5e-07,-1.92e-06,1.7781813242501594,-0.44828415178538,-1.2314267486111113e-08,-3.975472000000001e-09,CMa,1,32466,164.58869432193018
32497,32497,32583.0,49057.0,6.798984,31.046815000000002,297.619,-11.22,-5.0,0.0,8.08,0.7120000000000001,A2,0.105,-52.947763,249.426032,153.493511,1.506e-05,7e-06,-6.18e-06,1.7799697810341688,0.541869148894015,-5.439609495833334e-08,-2.4240684e-08,Gem,1,32497,45.20640796485015
32525,32525,32611.0,49775.0,6.804542999999999,-38.656056,222.7171,-17.04,31.39,0.0,7.8,1.061,K0III,0.953,-36.362691999999996,170.07821299999998,-139.118879,1.356e-05,2.455e-05,2.647e-05,1.7814252591428024,-0.6746754543986275,-8.261225116666667e-08,1.52183014e-07,Pup,1,32525,32.77932453002282
