,id,hip,hd,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,con,comp,comp_primary,lum
1,1,1.0,224700.0,5.9999999999999995e-05,1.0890090000000001,219.7802,-5.2,-1.88,0.0,9.1,2.39,F5,0.48200000000000004,219.740502,0.0034490000000000002,4.177065,4e-08,-5.54e-06,-2e-06,1.5693409775347227e-05,0.01900678824815125,-2.5210311388888882e-08,-9.114497e-09,Psc,1,1,9.638290236239703
15,15,15.0,236267.0,0.003356,50.791187,523.5602,13.88,5.47,0.0,8.6,0.005,K2,1.166,330.967664,0.290916,405.679189,-1.079e-05,3.522e-05,8.78e-06,0.0008786428062150347,0.886473445043945,6.72921388611111e-08,2.6519307999999996e-08,Cas,1,15,86.69618757582165
27,27,27.0,224748.0,0.00572,-41.297813,107.6426,135.96,-113.67,0.0,9.32,4.16,G5V,0.6709999999999999,80.870646,0.12125799999999999,-71.041209,-3.925e-05,7.089e-05,-4.456e-05,0.0014974945859507294,-0.7207828140174626,6.591526800833333e-07,-5.5108771e-07,Phe,1,27,1.8879913490962923
37,37,37.0,224764.0,0.007022,-47.179567,381.6794,-6.92,7.03,0.0,10.44,2.532,F0V,0.391,259.42816899999997,0.476909,-279.957073,9.56e-06,-1.279e-05,8.84e-06,0.0018384434453164239,-0.8234387777789912,-3.354910669444445e-08,3.4082401e-08,Phe,1,37,8.456682000993544
55,55,55.0,224783.0,0.010549,-66.683173,64.9351,162.88,-28.82,0.0,7.4,3.338,G2IV/V,0.551,25.702202,0.07125,-59.631861,-8.47e-06,5.125e-05,-3.59e-06,0.0027616175645752772,-1.1638409295788923,7.896645228888891e-07,-1.39723302e-07,Tuc,1,55,4.025316189742117
67,67,67.0,224806.0,0.013288,23.538219,150.3759,91.05,-12.35,0.0,7.83,1.944,F5,0.495,137.86287099999998,0.479653,60.054225,3.36e-06,6.639e-05,-8.25e-06,0.003478835449991276,0.4108194160982213,4.414228561458333e-07,-5.9874489e-08,Peg,1,67,14.534496779183145
86,86,86.0,224836.0,0.017361,69.603505,272.4796,11.53,2.67,0.0,8.05,0.873,B9,0.018000000000000002,94.96216899999999,0.431695,255.396031,-3.37e-06,1.521e-05,1.23e-06,0.0045450221164019715,1.2148103272645938,5.589901736805555e-08,1.2944525e-08,Cep,1,86,38.976245309771954
98,98,97.0,224849.0,0.020492,-21.404042,180.1802,18.34,1.21,0.0,9.48,3.201,F5V,0.53,167.750771,0.899961,-65.75540699999999,3e-07,1.602e-05,9.8e-07,0.005364759004753872,-0.37357101067035625,8.891482901388887e-08,5.866245e-09,Cet,1,98,4.566673896495312
110,110,110.0,224873.0,0.023242,39.610717,49.6278,-29.92,-41.34,0.4,8.61,5.131,G5,0.787,38.232255,0.232625,31.641104,6.7e-06,-7.16e-06,-7.4e-06,0.006084835757784304,0.6913374363077187,-1.4505625322222226e-07,-2.00421975e-07,And,1,110,0.7719692476102509
125,125,125.0,224900.0,0.026979000000000003,-39.336748,222.2222,-19.57,-28.13,0.0,8.7,1.966,F2V,0.366,171.869877,1.213907,-140.861556,-1.906e-05,-2.122e-05,-2.344e-05,0.00706306881717376,-0.68655577330827,-9.487803728472222e-08,-1.36378088e-07,Phe,1,125,14.242951649732897
138,138,138.0,224910.0,0.029162,-16.531661,165.0165,94.8,24.68,0.0,7.83,1.742,K0/K1IV,1.074,158.190543,1.207783,-46.954642,5.04e-06,7.588e-05,1.893e-05,0.00763466652948021,-0.28853191804485995,4.596033691666666e-07,1.19652016e-07,Cet,1,138,17.506527083833703
153,153,151.0,224937.0,0.03232,-41.613774,135.8696,89.74,-15.52,11.8,7.78,2.114,F3IV...,0.41100000000000003,101.577779,0.8596370000000001,-90.231883,1.73e-06,5.912e-05,-1.566e-05,0.008461363878223141,-0.7262973773769763,4.3507179693055563e-07,-7.524308299999999e-08,Phe,1,153,12.427964384409153
167,167,167.0,224957.0,0.035188,39.183203000000006,230.4147,6.08,-4.37,5.0,8.58,1.767,B9,0.06,178.593743,1.6453060000000002,145.576517,6.98e-06,6.86e-06,-5.5e-07,0.009212228920878055,0.6838759026193763,2.9476671777777784e-08,-2.1186357000000003e-08,And,1,167,17.10802987599329
178,178,178.0,224989.0,0.037869,-27.135153000000003,108.8139,99.62,8.25,0.0,7.97,2.787,F7V,0.556,96.832337,0.960091,-49.62904,1.46e-06,5.257e-05,3.87e-06,0.009914135999649982,-0.47359776102513,4.829713885694444e-07,3.9997128e-08,Scl,1,178,6.686517721976391
188,188,188.0,224996.0,0.040179,6.333012999999999,100.5025,77.39,-50.94,0.0,8.64,3.6289999999999996,F5,0.488,99.883663,1.050714,11.086129,2.34e-06,3.773e-05,-2.467e-05,0.010518967976439593,0.11053192706423,3.751973073819445e-07,-2.46964088e-07,Psc,1,188,3.0789313097416096
202,202,202.0,225012.0,0.042783,54.552139000000004,689.6552,1.53,-8.82,0.0,8.62,-0.573,F0,0.303,399.94863,4.479805000000001,561.82321,2.396e-05,5.38e-06,-1.71e-05,0.011200436904431484,0.9521144458450476,7.4176493125e-09,-4.2760565999999996e-08,Cas,1,202,147.63862777538625
217,217,216.0,225022.0,0.045126,42.920649,258.3979,-11.81,-17.65,0.0,7.94,0.879,A0,0.016,189.210939,2.235411,175.965048,1.523e-05,-1.461e-05,-1.619e-05,0.011814021005662857,0.7491066352658775,-5.7256495673611126e-08,-8.556961400000001e-08,And,1,217,38.761448670024116
231,231,231.0,225051.0,0.04824,-58.781397999999996,284.0909,75.02,-3.02,0.0,9.58,2.313,F6/F7IV,0.5,147.233898,1.8599700000000001,-242.95341000000002,-4.86e-06,0.00010326,-2.16e-06,0.012629127438202586,-1.0259289341120137,3.637072231527777e-07,-1.4641373e-08,Tuc,1,231,10.346655758424369
244,244,244.0,225054.0,0.050591000000000004,39.995144,265.252,1.82,-3.26,0.0,7.9,0.782,F8,0.6679999999999999,203.191445,2.691385,170.48347900000002,2.66e-06,2.38e-06,-3.21e-06,0.013244764206578628,0.6980469547069063,8.82360898611111e-09,-1.5804924999999998e-08,And,1,244,42.383810577435
260,260,260.0,225091.0,0.054478,-55.405069999999995,166.3894,31.28,7.35,0.0,9.64,3.534,F2V,0.43200000000000005,94.46145,1.3474270000000002,-136.969528,4.52e-06,2.53e-05,3.37e-06,0.014262334935043681,-0.9670009022042064,1.5164971927777778e-07,3.5633805e-08,Phe,1,260,3.360469824606994
275,275,275.0,225099.0,0.057174,-29.000663,168.3502,-24.45,-20.17,0.0,9.44,3.3089999999999997,F3V,0.439,147.224965,2.203837,-81.619499,-7.68e-06,-2.007e-05,-1.44e-05,0.014968211801732162,-0.5061570466355412,-1.1853694489583333e-07,-9.7786919e-08,Scl,1,275,4.134281080471344
289,289,289.0,225122.0,0.060158,-51.8091,295.858,5.81,-5.03,0.0,8.68,1.325,K0III,1.011,182.901456,2.880849,-232.53110299999997,-5.8e-06,8.24e-06,-4.46e-06,0.01574937146715485,-0.90423937137862,2.8167674840277787e-08,-2.4386127999999995e-08,Phe,1,289,25.703957827688637
299,299,299.0,225134.0,0.06225,-63.600667,108.6957,-6.07,-2.05,0.0,8.44,3.259,F5V,0.508,48.322382,0.787571,-97.360579,-9.2e-07,-3.21e-06,-4.8e-07,0.016297133503333915,-1.11004103696345,-2.9428190409722216e-08,-9.93868e-09,Tuc,1,299,4.329123745028264
310,310,310.0,225156.0,0.065845,-43.191813,89.7666,106.17,-127.37,0.0,9.58,4.814,G5V,0.7,65.43609000000001,1.128212,-61.440116,-3.873e-05,4.554e-05,-4.041e-05,0.01723806585849065,-0.7538393481878599,5.147266846458333e-07,-6.17507184e-07,Phe,1,310,1.0337130523505835
323,323,324.0,225181.0,0.069494,17.436643,146.8429,-54.4,-16.6,0.0,8.53,2.696,F5,0.491,140.072119,2.548669,44.001622999999995,4.24e-06,-3.865e-05,-1.127e-05,0.018193508286880555,0.3043268378081375,-2.6373864222222217e-07,-8.047907e-08,Peg,1,323,7.271098031596612
339,339,339.0,225203.0,0.071251,-59.315191000000006,259.7403,21.79,-4.11,0.0,8.55,1.4769999999999999,A1V,0.037000000000000005,132.52629199999998,2.472483,-223.37343700000002,-4.96e-06,2.735e-05,-2.64e-06,0.01865349935788369,-1.0352453713511176,1.0564090099305557e-07,-1.9925842000000002e-08,Tuc,1,339,22.346010577312228
354,354,354.0,236288.0,0.07489,51.829291999999995,413.2231,2.09,-5.35,0.0,9.22,1.139,K0,1.001,255.325504,5.006599,324.86482,8.34e-06,4.35e-06,-6.62e-06,0.019606123660301837,0.9045917860466036,1.0132605923611109e-08,-2.5937531000000003e-08,Cas,1,354,30.50703497822516
368,368,368.0,225221.0,0.077075,2.9372279999999997,228.3105,20.68,1.42,0.0,7.9,1.107,K2,1.249,227.96414500000003,4.600531,11.699052,-5.4e-07,2.288e-05,1.57e-06,0.020178203270354963,0.05126430023809751,1.0025946913888887e-07,6.884354e-09,Psc,1,368,31.419552846410713
381,381,381.0,225237.0,0.079014,51.533838,564.9718,10.28,-5.27,0.0,8.72,-0.04,A2,-0.013999999999999999,351.36683700000003,7.269448,442.359171,1.072e-05,2.838e-05,-8.98e-06,0.02068584108990566,0.8994351454403001,4.983884636111111e-08,-2.554968e-08,Cas,1,381,90.36494737223013
394,394,394.0,225239.0,0.081573,34.659797,39.185,769.11,100.49,6.4,6.09,3.1239999999999997,G2V,0.632,32.224052,0.6885020000000001,22.28464,-8.59e-06,0.00014595,1.942e-05,0.02135579856686206,0.6049275719060863,3.728750498520833e-06,4.87189267e-07,And,1,394,4.902301301361682
407,407,407.0,225299.0,0.08296,-70.212445,43.29,52.32,-97.72,0.0,8.13,4.948,G5V,0.71,14.651660000000001,0.318331,-40.733913,-1.953e-05,1.056e-05,-6.94e-06,0.021718904477029583,-1.22543833839937,2.536545176666667e-07,-4.73759928e-07,Tuc,1,407,0.9136923736814536
419,419,419.0,10.0,0.085236,-42.567868,250.6266,-67.38,-21.1,0.0,8.97,1.975,G8/K0V,0.86,184.534669,4.11836,-169.539634,-1.551e-05,-8.223e-05,-1.888e-05,0.022314860659742863,-0.7429494500872525,-3.2666745795833333e-07,-1.02295686e-07,Phe,1,419,14.125375446227538
431,431,432.0,17.0,0.08694600000000001,35.571011999999996,97.2763,2.96,-37.47,0.0,6.88,1.94,A2,0.174,79.103576,1.8008950000000001,56.586743999999996,1.024e-05,1.63e-06,-1.437e-05,0.022762338566743263,0.6208312774777475,1.4350484944444444e-08,-1.8165968600000003e-07,And,1,431,14.588142602753482
443,443,444.0,54.0,0.089114,-59.81450400000001,757.5758,44.28,-7.08,0.0,8.78,-0.617,K2III,1.156,380.806306,8.886528,-654.8501200000001,-2.626e-05,0.00016205,-1.307e-05,0.023329991410605315,-1.0439600353420702,2.1467549775e-07,-3.4324807999999996e-08,Tuc,1,443,153.74464569916873
457,457,458.0,62.0,0.091178,-7.66542,214.5923,20.67,-37.87,0.0,6.97,0.312,K5,1.444,212.614091,5.076159,-28.624053999999997,-5.77e-06,2.137e-05,-3.904e-05,0.023870445846143,-0.13378682149072502,1.0021098777083334e-07,-1.8359894e-07,Cet,1,457,65.34313996495986
472,472,473.0,38.0,0.094664,45.812081,11.3071,878.73,-153.87,0.2,8.2,7.933,K2,1.41,7.878784,0.195428,8.107842999999999,5e-06,4.83e-05,-5.73e-06,0.024782949778482527,0.7995716486504125,4.260203255145834e-06,-7.4598281e-07,And,1,472,0.058452084035885525
485,485,486.0,106.0,0.097139,-52.820063,199.2032,12.27,15.2,0.0,9.37,2.8739999999999997,F6V,0.507,120.343584,3.0611450000000002,-158.713472,1.139e-05,1.214e-05,8.87e-06,0.025430887508087783,-0.9218840101978087,5.948663860416665e-08,7.369167900000001e-08,Phe,1,485,6.171631684555835
499,499,500.0,119.0,0.100011,-48.678759,826.4463,18.13,-12.18,0.0,9.57,-0.016,M1/M2,1.8119999999999998,545.499036,14.2862,-620.677206,-3.854e-05,7.165e-05,-3.222e-05,0.02618284909630249,-0.8496046186901776,8.789672028472222e-08,-5.9050306e-08,Phe,1,499,88.38936217394063
513,513,514.0,140.0,0.10325999999999999,-23.53858,246.9136,-14.53,-5.95,0.0,9.82,2.8569999999999998,F2V,0.418,226.285548,6.118718,-98.609015,-2.37e-06,-1.746e-05,-6.53e-06,0.027033279620006886,-0.41082572040611376,-7.044342778472222e-08,-2.8846412999999998e-08,Cet,1,513,6.269024974761647
528,528,529.0,156.0,0.10693599999999999,-18.038252,142.0455,14.92,1.87,13.6,7.31,1.548,F2IV,0.402,135.011153,3.780738,-43.984693,1.333e-05,1.065e-05,-3.08e-06,0.02799580192425996,-0.3148268896723688,7.233420113888887e-08,9.066015e-09,Cet,1,528,20.93148303447448
543,543,544.0,166.0,0.11020899999999999,29.021502,13.6705,379.94,-178.34,-5.5,6.07,5.391,K0V,0.752,11.948982,0.344882,6.632053,9e-08,2.519e-05,-1.306e-05,0.02885262850960665,0.5065207576037262,1.8420010979027774e-06,-8.646167170000001e-07,And,1,543,0.6075751461057411
563,563,564.0,216.0,0.114256,-45.863876,662.2517,14.88,23.2,0.0,10.18,1.075,F5V,0.58,460.96288799999996,13.792632000000001,-475.28969400000005,5.2e-05,4.935e-05,5.187e-05,0.02991215022741208,-0.8004756378282363,7.214027566666668e-08,1.1247677299999999e-07,Phe,1,563,32.35936569296281
579,579,580.0,225.0,0.11739000000000001,-18.820733999999998,267.3797,59.16,9.4,0.0,8.26,1.124,F5,0.494,252.96408799999998,7.776737,-86.258894,1.57e-06,7.677e-05,1.153e-05,0.0307326336380174,-0.32848376824075626,2.868157734166667e-07,4.5572485e-08,Cet,1,579,30.93143010948961
594,594,595.0,241.0,0.12021400000000002,-22.027732,125.4705,-13.65,-22.71,0.0,10.28,4.787,F3V,0.503,116.25386200000001,3.65993,-47.058378000000005,-4.92e-06,-8.46e-06,-1.28e-05,0.03147187695066029,-0.3844564483853775,-6.617706739583332e-08,-1.10101186e-07,Cet,1,594,1.0597416418830974
605,605,606.0,268.0,0.122925,-25.356648999999997,50.2513,210.67,-133.54,14.9,7.06,3.554,F5V,0.46299999999999997,45.386675,1.46117,-21.520253,-1.81e-06,5.129e-05,-3.592e-05,0.032181729873582234,-0.4425570109266538,1.0213569808263892e-06,-6.47420189e-07,Scl,1,605,3.299134337888642
618,618,619.0,281.0,0.12643900000000002,31.669001,161.8123,8.35,-20.12,0.0,6.87,0.825,G5,1.124,137.642243,4.557871,84.953277,8.06e-06,6.82e-06,-1.343e-05,0.03310173421699535,0.5527283304855201,4.048194232638889e-08,-9.754451199999998e-08,And,1,618,40.73802778041126
629,629,630.0,291.0,0.127908,39.034775,106.383,-67.6,-56.82,0.0,8.01,2.8760000000000003,F5,0.456,82.58814699999999,2.766525,66.999157,1.961e-05,-3.422e-05,-2.276e-05,0.03348614332707951,0.6812853406275863,-3.2773404805555557e-07,-2.7547113300000005e-07,And,1,629,6.160273583272376
640,640,641.0,299.0,0.13111,55.577041,48.8998,203.33,8.74,0.0,7.82,4.373,G0,0.61,27.626651000000003,0.948824,40.336811,-3.36e-06,4.811e-05,1.17e-06,0.034324409501995896,0.9700023457612562,9.857716566736113e-07,4.2372715e-08,Cas,1,640,1.5516722739072333
651,651,652.0,332.0,0.13380999999999998,31.391161,125.7862,-28.28,-23.96,0.0,7.12,1.6219999999999999,A5,0.184,107.30914299999999,3.760705,65.519258,8.21e-06,-1.697e-05,-1.247e-05,0.035031385328547465,0.5478791125881263,-1.3710530886111115e-07,-1.1616135699999999e-07,And,1,651,19.552396696208863
663,663,664.0,352.0,0.136693,-2.447711,279.3296,7.25,-4.87,1.0,6.18,-1.051,K2III,1.3659999999999999,278.896072,9.984904,-11.929502000000001,3.9e-07,9.84e-06,-6.63e-06,0.0357862385536786,-0.0427206115912275,3.5148991840277786e-08,-2.3610425999999998e-08,Psc,1,663,229.2978591824821
676,676,677.0,358.0,0.139791,29.090432,29.7442,135.68,-162.95,-12.0,2.07,-0.297,B9p,-0.038,25.974572,0.951042,14.461264000000002,-2e-08,1.958e-05,-2.65e-05,0.03659716270801555,0.5077238184659449,6.577952017777778e-07,-7.90003892e-07,And,1,676,114.49855346901884
687,687,689.0,375.0,0.141237,34.934546999999995,85.5432,114.26,9.75,0.0,7.41,2.7489999999999997,F8,0.606,70.080955,2.592545,48.985482,-4.07e-06,4.726e-05,3.31e-06,0.036975648045974766,0.6097228606066637,5.539481114027778e-07,4.7269332999999995e-08,And,1,687,6.92468464322636
700,700,702.0,429.0,0.145823,-52.328069,197.6285,8.48,-48.92,0.0,8.5,2.021,F2III/IV,0.406,120.690549,4.609786,-156.42750900000001,-3.738e-05,6.7e-06,-2.864e-05,0.03817629973175097,-0.9132971012449549,4.111220011111111e-08,-2.37170852e-07,Phe,1,700,13.539418114050742
711,711,713.0,458.0,0.147195,-60.264565000000005,236.4066,-2.54,-15.53,0.0,9.55,2.682,F5V,0.473,117.169626,4.517405,-205.27774399999998,-1.533e-05,-3.5e-06,-8.83e-06,0.0385354312501595,-1.0518150848011851,-1.2314267486111113e-08,-7.5291564e-08,Tuc,1,711,7.365462114702308
726,726,728.0,434.0,0.150045,28.247543,110.8647,5.9,-5.62,6.9,6.47,1.246,A4Vm,0.242,97.58665400000001,3.8353349999999997,52.470284,7.52e-06,3.47e-06,6.8e-07,0.03928159028506258,0.49301262659288,2.8604007152777786e-08,-2.7246527999999998e-08,Peg,1,726,27.64394371220336
740,740,742.0,481.0,0.151783,-50.607799,355.8719,4.31,-14.99,0.0,8.21,0.45399999999999996,K3III,1.339,225.667036,8.97203,-275.02491000000003,-2.026e-05,6.64e-06,-1.641e-05,0.03973678983535928,-0.8832727228937376,2.089546963194444e-08,-7.267357000000001e-08,Phe,1,740,57.33238386538408
756,756,758.0,495.0,0.155308,-41.886399,142.4501,-17.59,10.88,0.0,9.6,3.832,F6V,0.446,105.96218600000002,4.310735,-95.107642,5.51e-06,-1.193e-05,5.59e-06,0.04065965081114392,-0.73105557245738,-8.527872640972222e-08,5.274772799999999e-08,Phe,1,756,2.553877135779322
769,769,771.0,505.0,0.158451,-10.187542,497.5124,6.73,3.41,0.0,7.94,-0.544,K0,1.439,489.247418,20.30676,-87.995384,7.8e-07,1.628e-05,8.09e-06,0.041482301494656135,-0.1778061473437225,3.262796070138889e-08,1.6532146000000002e-08,Cet,1,769,143.7474005874361
783,783,785.0,538.0,0.161482,-63.589789,230.9469,16.63,-45.89,0.0,7.4,0.5820000000000001,M2III,1.571,102.632194,4.341543,-206.843551,-4.676e-05,1.666e-05,-2.285e-05,0.042275876464506916,-1.1098511877087325,8.062451507638887e-08,-2.22480998e-07,Tuc,1,783,50.956548060811436
795,795,797.0,530.0,0.16438699999999998,11.416198,158.7302,41.14,-30.26,0.0,8.42,2.417,F5,0.41,155.445699,6.693969999999999,31.418175,3.24e-06,3.183e-05,-2.282e-05,0.043036451208046576,0.19925023533458372,1.9945234818055555e-07,-1.46704619e-07,Psc,1,795,9.401561688035695
806,806,808.0,528.0,0.16601,43.438358,134.0483,78.46,-25.09,0.0,9.04,3.404,G5,0.542,97.242499,4.229080000000001,92.16809599999999,8.98e-06,5.142e-05,-1.184e-05,0.043461390367120434,0.7581423726521701,3.8038481376388884e-07,-1.21639752e-07,And,1,806,3.7879130378515664
817,817,819.0,610.0,0.16789500000000002,-79.001848,91.3242,13.82,-3.47,0.0,7.88,3.077,F5V,0.47600000000000003,17.405758,0.765605,-89.64688000000001,-1.78e-06,6.05e-06,-2.9e-07,0.04395488326094321,-1.378842354201547,6.700125065277779e-08,-1.6823034e-08,Hyi,1,817,5.119175279997108
832,832,834.0,553.0,0.16958,64.646715,187.6173,-30.17,-4.08,0.0,8.11,1.744,K0,1.032,80.25828800000001,3.565348,169.546886,4.57e-06,-2.726e-05,-1.59e-06,0.04439595015248505,1.1282980259215176,-1.4626828742361113e-07,-1.9780398e-08,Cas,1,832,17.474308552673232
845,845,847.0,602.0,0.173069,-11.785853,103.4126,24.05,-8.04,0.0,8.38,3.307,F7V,0.508,101.128546,4.585197,-21.122474,-1.37e-06,1.201e-05,-3.95e-06,0.04530923422978902,-0.20570194306641626,1.1659769017361114e-07,-3.8979019e-08,Cet,1,845,4.141903726221008
857,857,859.0,595.0,0.176177,52.316709,163.9344,-0.36,-19.2,0.0,7.7,1.6269999999999998,A0,0.14400000000000002,100.105914,4.6204540000000005,129.737986,1.208e-05,2.7e-07,-9.33e-06,0.04612293872836906,0.9130988315130224,-1.74532925e-09,-9.3084226e-08,Cas,1,857,19.462561593612413
871,871,873.0,645.0,0.178565,-12.579897,75.0188,149.39,-38.22,6.0,5.84,1.464,K0III,1.0,73.137904,3.421562,-16.339167,4.2e-07,5.441e-05,-1.49e-05,0.046748099302627084,-0.219560616338145,7.242631573819444e-07,-1.85295788e-07,Cet,1,871,22.615177461083626
882,882,884.0,232122.0,0.180038,51.177861,277.0083,6.16,4.79,0.0,8.16,0.948,K5,1.6769999999999998,173.464997,8.182159,215.815998,-5.4e-06,8.03e-06,4.03e-06,0.04713384231457382,0.8932221721975312,2.9864522722222215e-08,2.3222575000000002e-08,Cas,1,882,36.37474856426324
901,901,903.0,911.0,0.185783,-87.414226,174.5201,26.67,4.96,0.0,8.85,2.641,F8/G0V,0.585,7.864147,0.38298699999999997,-174.34240400000002,3.09e-06,2.274e-05,1.9e-07,0.04863793337332529,-1.5256660485908675,1.2929980860416668e-07,2.4046757999999996e-08,Oct,1,901,7.6489179100707165
913,913,915.0,704.0,0.188775,-32.403882,305.8104,18.74,-1.12,6.1,8.44,1.013,A3V,0.127,257.877954,12.75508,-163.878928,3e-06,2.796e-05,-4.75e-06,0.049421269973232686,-0.5655544235117388,9.085408373611113e-08,-5.429913000000001e-09,Scl,1,913,34.26099724881371
927,927,929.0,741.0,0.192482,-58.909841,58.3431,270.7,-4.97,-4.6,8.34,4.51,G4V,0.619,30.089294,1.517859,-49.962416,-7.48e-06,7.628e-05,3.3e-06,0.050391688418041064,-1.0281706888333413,1.312390633263889e-06,-2.4095239e-08,Tuc,1,927,1.3677288255958489
941,941,943.0,727.0,0.193737,10.328334,46.9263,-37.34,-50.44,0.0,8.61,5.252999999999999,G0,0.643,46.106561,2.340541,8.413357000000001,2.49e-06,-8.38e-06,-1.129e-05,0.05072021899250221,0.180263426274825,-1.810294283194445e-07,-2.4454002e-07,Psc,1,941,0.6899220098440471
955,955,957.0,724.0,0.197344,66.126345,255.102,12.61,-1.12,0.0,7.32,0.28600000000000003,A0,0.038,103.107413,5.331832,233.27550899999997,4.6e-07,1.564e-05,-5.6e-07,0.05166461993129478,1.1541224374882613,6.113500511805555e-08,-5.429913000000001e-09,Cas,1,955,66.92679069358428
965,965,967.0,743.0,0.199741,48.152396,202.0202,60.54,10.39,16.0,6.18,-0.34700000000000003,K4III,1.4669999999999999,134.59395800000001,7.044791,150.48939,2.3e-07,5.938e-05,1.898e-05,0.052292060179269316,0.8404178597562337,2.935062022083333e-07,5.0372141e-08,And,1,965,119.89470404794196
977,977,977.0,779.0,0.201693,-7.7020100000000005,282.4859,19.28,-4.84,0.0,8.96,1.705,K0,1.2429999999999999,279.54728900000003,14.774678,-37.859028,-2.28e-06,2.632e-05,-6.57e-06,0.0528030228806791,-0.1344254323185925,9.347207761111113e-08,-2.3464982000000006e-08,Cet,1,977,18.113400926196025
991,991,993.0,805.0,0.206157,-8.709774000000001,531.9149,49.01,-1.2,0.0,8.88,0.251,G5,0.934,525.01529,28.363582,-80.54758199999999,-7.29e-06,0.00012617,-3.06e-06,0.05397180506286736,-0.152014240905435,2.3760718484027767e-07,-5.817764e-09,Cet,1,991,69.11940643980488
1002,1002,1004.0,811.0,0.20915599999999998,24.636369000000002,214.1328,22.18,-15.28,0.0,8.88,2.227,F0,0.35200000000000004,194.348927,10.652631,89.262938,5.34e-06,2.335e-05,-1.442e-05,0.054757001902150534,0.4299857488041125,1.0753167434722221e-07,-7.407953e-08,And,1,1002,11.199535223848876
1018,1018,1020.0,819.0,0.211513,19.77121,111.2347,196.12,-186.46,0.0,9.27,4.039,G5,0.79,104.51706300000001,5.793506,37.626816999999996,2.811e-05,0.00010747,-9.462e-05,0.055374009645165166,0.345072709143605,9.508165903055555e-07,-9.03983588e-07,Peg,1,1018,2.1105711628843467
1033,1033,1035.0,843.0,0.215799,35.6072,324.6753,10.95,-1.47,0.0,8.84,1.2830000000000001,F5,0.426,263.54882200000003,14.905356,189.034122,3.7e-07,1.728e-05,-1.88e-06,0.05649604451210768,0.6214628726408413,5.308709802083333e-08,-7.126760999999999e-09,And,1,1033,26.717757271179465
1049,1049,1051.0,864.0,0.21833200000000003,20.190357000000002,94.4287,103.06,-19.85,0.0,8.75,3.8739999999999997,F5,0.401,88.481421,5.063078,32.591144,4.4e-07,4.728e-05,-8.53e-06,0.057159308928567826,0.3523882099392437,4.996489791805554e-07,-9.623551499999999e-08,Peg,1,1049,2.4569708276368374
1067,1067,1069.0,901.0,0.22096300000000002,-26.325331,222.7171,6.22,-9.29,0.0,7.44,0.701,K1/K2III,1.2790000000000001,199.285303,11.541147,-98.76779300000001,-4.83e-06,6.45e-06,-8.99e-06,0.057848042859845634,-0.4594636960929125,3.0155410930555563e-08,-4.5039190000000005e-08,Scl,1,1067,45.66673896495315
1084,1084,1086.0,905.0,0.22524,41.03537,34.904,-122.76,-146.91,-29.0,5.71,2.9960000000000004,F0IV,0.331,26.282289000000002,1.551559,22.915172000000002,-4.82e-06,-2.109e-05,-3.822e-05,0.05896766937385031,0.7162023089019425,-5.9515727425e-07,-7.12239778e-07,And,1,1084,5.515691912608028
1097,1097,1099.0,943.0,0.228994,-26.284959000000004,265.252,-3.21,9.89,18.0,6.14,-0.978,K4III,1.49,237.398555,14.249219,-117.46316200000001,2.234e-05,-2.79e-06,3.25e-06,0.05995043582795748,-0.4587590774543613,-1.5562519145833332e-08,4.7948072999999994e-08,Scl,1,1097,214.3877665973507
1111,1111,1113.0,987.0,0.231355,-74.688288,44.405,84.14,-47.52,0.0,8.76,5.523,G6V,0.743,11.704528999999999,0.709911,-42.828776,-1.094e-05,1.748e-05,-2.7e-06,0.06056852931951968,-1.3035565328552838,4.079222308194445e-07,-2.30383461e-07,Hyi,1,1111,0.5380219571891123
1123,1123,1125.0,949.0,0.23413,44.512075,168.6341,54.73,16.99,15.0,8.4,2.265,F4V,0.39799999999999996,120.027693,7.366444,118.22264299999999,-1.54e-06,4.473e-05,2.066e-05,0.06129506071211448,0.776882267736135,2.6533852736805553e-07,8.236984399999999e-08,And,1,1123,10.814339512979377
1137,1137,1139.0,973.0,0.23734,55.283235,284.0909,11.45,-0.06,0.0,7.7,0.433,K2,1.4680000000000002,161.48323200000002,10.046832,233.51630899999998,-9.1e-07,1.574e-05,-5e-08,0.06213548572270621,0.9648744734547299,5.5511166423611116e-08,-2.90888e-10,Cas,1,1137,58.45208403588554
1149,1149,1150.0,947.0,0.23955100000000001,76.02216700000001,348.4321,-4.03,-3.71,-15.9,7.72,0.009000000000000001,G5,1.0290000000000001,83.997064,5.274691000000001,338.114626,2.58e-06,-6.66e-06,-1.729e-05,0.06271432504257589,1.3268371116173638,-1.9537991326388893e-08,-1.7986587e-08,Cep,1,1149,86.37737465291839
1162,1162,1164.0,995.0,0.242702,41.032641999999996,199.6008,56.93,25.22,0.0,6.68,0.179,K0,1.172,150.262167,9.560514999999999,131.035708,-1.949e-05,5.396e-05,1.841e-05,0.06353912603874798,0.7161547088625875,2.760044283402777e-07,1.2227001e-07,And,1,1162,73.8584178120797
